ProviderId,Name,Upin,DateOpened,DateClosed
10088118,Orchard Manor School,163282,2021-04-01,NULL
10067731,Wath Academy,140664,2019-04-01,NULL
10086867,Walbottle Academy,162912,2020-09-01,NULL
10087298,Neroche Primary School,163117,2021-01-01,NULL
10087089,"Our Lady Queen of Martyrs Catholic Primary School, Esh Winning",163020,2020-11-01,NULL
10087087,"St Joseph's Catholic Primary School, Ushaw Moor",163025,2020-11-01,NULL
10088883,"St Thomas More Primary School, Belmont",163502,2021-09-01,NULL
10087145,"St Joseph's Catholic Middle School, Hexham",163080,2020-12-01,NULL
10087146,"St Mary's Catholic First School, Hexham",163083,2020-12-01,NULL
10088884,"St Joseph's Catholic Primary School, Gilesgate",163499,2021-09-01,NULL
10089558,"St Mary's Catholic Primary School, South Moor",163603,2021-11-01,NULL
10089906,"St Patrick's Catholic Primary School, Consett",163604,2022-02-01,NULL
10089424,"Our Lady and St Joseph Brooms Catholic Primary School, Leadgate",163592,2021-11-01,NULL
10087088,"St Godric's Catholic Primary School, Durham",163024,2020-11-01,NULL
10087506,"St Joseph's Catholic Primary, Stanley",163244,2021-03-01,NULL
10088817,Windrush Church of England Primary School,163451,2021-09-01,NULL
10082997,Beckley Church of England Primary School,151759,2019-04-01,NULL
10085007,Charlbury Primary School,162419,2019-12-01,NULL
10066061,Rounds Green Primary School,139619,2022-08-01,NULL
10085395,Childs Hill Primary School,162154,2020-02-01,NULL
10086803,Chorley New Road Primary Academy,162852,2020-11-01,NULL
10087308,Bocking Primary School,162857,2021-01-01,NULL
10087307,Cressing Primary School,163127,2021-01-01,NULL
10089252,Fern Hill Primary School,163481,2022-01-01,NULL
10082969,Pakefield High School,151817,2019-04-01,NULL
10082919,St Mark and All Saints Church of England Primary,151732,2019-04-01,NULL
10084192,Pathfinder CofE Primary School,139903,2021-09-01,NULL
10065518,Victoria Dock Primary School,163120,2021-07-01,NULL
10088782,Trinity Academy St. Edwards,163449,2021-09-01,NULL
10088781,Trinity Academy Leeds,163448,2021-09-01,NULL
10086865,Trinity Academy St Peter's,162705,2020-09-01,NULL
10086305,Charles Dickens Primary School,162755,2020-07-01,NULL
10088174,Lyndhurst Primary School,163280,2021-04-01,NULL
10086757,The Holmesdale School,162628,2021-09-01,NULL
10088876,The North School,163474,2022-01-01,NULL
10086884,The Turing School,141141,2020-09-01,NULL
10083345,Peacehaven Community School,139389,2019-09-01,NULL
10084542,Langland Community School,151788,2022-01-01,NULL
10082954,Stamshaw Infant Academy,151841,2019-04-01,NULL
10087080,Weyford Nursery and Primary Academy,162637,2020-11-01,NULL
10088738,Bluecoat Trent Academy,163401,2021-09-01,NULL
10085821,Drybrook Primary School,151733,2020-04-01,NULL
10082921,Oakfield Primary School,151863,2019-04-01,NULL
10086875,Newtown Primary School,162895,2020-09-01,NULL
10084744,Hensingham Primary School,162171,2019-11-01,NULL
10084475,Caldew Lea School,151860,2019-10-01,NULL
10087318,Chipping Sodbury School,163126,2021-04-01,NULL
10086297,Fremington Primary School,162519,2020-07-01,NULL
10086296,North Molton Primary School,162576,2020-07-01,NULL
10084732,Rolvenden Primary School,162362,2019-11-01,NULL
10088907,Cyril Jackson Primary School,162569,2021-09-01,NULL
10087078,Holy Trinity Church of England Primary School,162885,2020-11-01,NULL
10082988,Halling Primary School,139314,2019-04-01,NULL
10088068,Harlow Academy,163204,2021-04-01,NULL
10086287,Northbrook Primary Academy,162896,2020-07-01,NULL
10087140,Ormskirk School,162924,2022-04-01,NULL
10084156,Budmouth Academy Weymouth,151790,2019-09-01,NULL
10083644,Bovington Academy,151962,2019-07-01,NULL
10088769,Livingstone Academy Bournemouth,163433,2021-09-01,NULL
10088776,The Cavendish School,163442,2021-09-01,NULL
10084110,West Road Primary Academy,162243,2019-09-01,NULL
10088736,Ashby Hastings Primary School,163399,2021-08-23,NULL
10090060,Orchard Community Primary School,163708,2022-04-01,NULL
10089748,Shawley Community Primary Academy,163647,2022-03-01,NULL
10084493,The Park School,162318,2020-04-01,NULL
10088754,Deer Park,163417,2021-09-01,NULL
10089915,St Peter's CofE Primary School,163654,2022-01-01,NULL
10088765,Kingfisher  CE Academy,163429,2021-09-01,NULL
10084489,Sutton Benger Church of England Primary School,162306,2019-10-01,NULL
10084484,Oldbury Park Primary RSA Academy,162359,2019-10-01,NULL
10086868,Arrow Valley First School,162934,2021-04-01,NULL
10083598,St Stephen's CofE Rsa Academy,151920,2019-10-01,NULL
10088775,The Beacon College,163441,2021-09-01,NULL
10086748,Forest Hills Primary School,162689,2020-11-01,NULL
10085847,Stuart Bathurst Catholic High School,162625,2020-04-01,NULL
10085854,St Mary's Catholic Primary School,162644,2020-04-01,NULL
10084545,St Bernadette's Catholic Primary School,163323,2021-09-01,NULL
10088063,St John Bosco Catholic Primary School,163297,2021-09-01,NULL
10088894,Archway Academy,163386,2021-09-01,NULL
10082911,Mo Mowlam Academy,151786,2019-04-01,NULL
10082970,Coldfair Green Community Primary School,138146,2019-04-01,NULL
10082922,Langold Dyscarr Community School,151722,2019-04-01,NULL
10087338,John Hunt Academy,163018,2021-02-01,NULL
10084552,St Mary's & St Peter's Church School,162371,2020-04-01,NULL
10084553,Shepton Beauchamp Church School,162363,2020-04-01,NULL
10083185,Spa Academy Askern,151730,2019-06-01,NULL
10089240,Scawthorpe Castle Hills Primary Academy,163595,2021-12-01,NULL
10081930,Nook Lane Junior School,140890,2019-05-01,NULL
10083187,Wharncliffe Side Primary School,141465,2019-05-01,NULL
10081932,Loxley Primary School,141341,2019-05-01,NULL
10081931,Oughtibridge Primary School,140894,2019-05-01,NULL
10083186,Stannington Infant School,141441,2019-05-01,NULL
10083188,Bradfield Dungworth Primary School,141434,2019-05-01,NULL
10087548,Fosse Mead Primary Academy,162878,2021-09-01,NULL
10084136,Kestrel Mead Primary Academy,151891,2019-09-01,NULL
10084137,Abbey Mead Primary Academy,151875,2019-09-01,NULL
10088740,Brook Mead Academy,163403,2021-08-31,NULL
10084231,Moorland Primary School,151919,2019-09-01,NULL
10083905,Francis Baily Primary School,152007,2019-09-01,NULL
10085600,Cranbury College,162159,2020-08-01,NULL
10085213,Hamilton School,151993,2020-01-01,NULL
10084741,Ludwell Primary School,151916,2019-11-01,NULL
10088908,Greentrees Primary School,163456,2021-08-01,NULL
10090055,St Gildas Catholic Primary School,163685,2022-03-01,NULL
10090058,St Joseph and St Teresa Catholic Primary School,163686,2022-03-01,NULL
10090057,"St Joseph's Catholic Primary School, Bridgwater",163688,2022-03-01,NULL
10089896,Albourne Chuch of England Primary School,163675,2022-04-01,NULL
10089120,Evolve Academy,163178,2021-09-01,NULL
10084478,Clawton Primary School,162284,2019-10-01,NULL
10085525,Gateway Sixth Form College,162573,2020-04-01,NULL
10084488,Bilborough College,152002,2019-11-01,NULL
10083000,Beaufort Community Primary School,151760,2019-04-01,NULL
10082998,Cherry Tree Hill Primary School,151765,2019-04-01,NULL
10082999,Portway Junior School,151820,2019-04-01,NULL
10086779,Oakwood Junior School,162723,2021-04-01,NULL
10086799,Castlechurch Primary School,162350,2020-12-01,NULL
10082985,Oxhey First School,141270,2019-04-01,NULL
10082980,The Reginald Mitchell Primary School,141091,2019-04-01,NULL
10082984,Kingsfield First School,123815,2019-04-01,NULL
10082986,Knypersley First School,141238,2019-04-01,NULL
10083027,Beckmead Park Academy,140494,2019-04-01,NULL
10087502,Roundwood School and Community Centre,162823,2021-01-01,NULL
10082934,Bozeat Community Primary School,141592,2019-04-01,NULL
10082917,Irchester Community Primary School,141604,2019-04-01,NULL
10082929,Wollaston School,141462,2019-04-01,NULL
10083609,Little Leigh Primary School,140561,2019-10-01,NULL
10083608,Sandiway Primary School,140597,2019-10-01,NULL
10083610,Cuddington Primary School,140512,2019-10-01,NULL
10084200,Gorse Covert Primary School,162169,2019-09-01,NULL
10084202,Croft Primary School,162160,2019-09-01,NULL
10084201,Woolston Community Primary School,162252,2019-09-01,NULL
10065507,Oakwood Avenue Community Primary School,138320,2019-09-01,NULL
10087565,Kirkbymoorside Community Primary School,162719,2021-02-01,NULL
10087564,Sinnington Community Primary School,162730,2021-02-01,NULL
10087563,Helmsley Community Primary School,162715,2021-02-01,NULL
10087562,Ryedale School,162728,2021-02-01,NULL
10088095,Chartham Primary School,163270,2021-04-01,NULL
10088094,St Stephen's Infant School,163310,2021-04-01,NULL
10085572,Whiteways Primary School,162448,2020-04-01,NULL
10088751,Cockburn Laurence Calvert Academy,163414,2021-09-01,NULL
10083673,Cockburn Haigh Road Academy,151958,2019-07-01,NULL
10084107,Dartford Bridge Community Primary School,162317,2019-10-01,NULL
10083191,Carr Junior School,151686,2019-05-01,NULL
10087287,Huntcliff School,163132,2021-01-01,NULL
10087315,Saltburn Primary School,163145,2021-01-01,NULL
10085402,Laurence Jackson School,162480,2020-02-01,NULL
10088226,Alderman's Green Primary School,163337,2021-04-01,NULL
10088230,Hawksmoor School,162707,2021-04-01,NULL
10087288,Ravensden CofE Primary Academy,163142,2021-01-01,NULL
10087507,Northill Church of England Academy,163241,2021-09-01,NULL
10087071,Studham Village CofE Academy,163061,2020-10-01,NULL
10089419,Edwards Hall Primary School,163550,2021-12-01,NULL
10088074,Turves Green Boys' School,162562,2021-05-01,NULL
10089898,The Hollins,163374,2022-03-01,NULL
10089899,Rhyddings,163367,2022-06-01,NULL
10089900,Oswaldtwistle West End Primary School,163365,2022-03-01,NULL
10089901,Accrington Huncoat Primary School,163362,2022-03-01,NULL
10087311,Wimborne St Giles Church of England First School and Nursery,163165,2021-01-01,NULL
10087312,Cranborne Church of England First School,163110,2021-01-01,NULL
10087290,Trinity Church of England First School,163112,2021-01-01,NULL
10087313,St James Church of England First School,163150,2021-01-01,NULL
10088893,St Dominic CofE  Primary School,163460,2021-09-01,NULL
10088892,St Mellion Church of England Primary School,163464,2021-09-01,NULL
10082942,"St Andrew's Church of England Primary School, Great Yeldham",151831,2019-04-01,NULL
10084512,"St Nicholas Church of England Primary School, Tillingham",162223,2019-12-01,NULL
10084536,Two Village Church of England Primary School,140826,2020-09-01,NULL
10088766,Kingsbrook View Primary Academy,163430,2021-09-01,NULL
10083652,Kinsale Junior School,151695,2019-07-01,NULL
10084135,Braunstone Frith Primary Academy,162146,2019-09-01,NULL
10090193,Oakdene Primary School,163739,2022-04-01,NULL
10082957,Holme CofE Primary School,151693,2019-04-01,NULL
10084187,St Luke's Church of England School,162221,2020-02-01,NULL
10085593,Finmere Church of England Primary School,162571,2020-03-01,NULL
10085398,Pheasey Park Farm Primary School and Early Years Centre,162360,2020-02-01,NULL
10086002,St Mary's CofE Primary School,162646,2020-05-01,NULL
10085856,St Mark's CofE School,162680,2020-05-01,NULL
10083494,Critchill Special School,151887,2019-06-01,NULL
10083610,Cuddington Primary School,140512,2019-10-01,NULL
10083609,Little Leigh Primary School,140561,2019-10-01,NULL
10083608,Sandiway Primary School,140597,2019-10-01,NULL
10084202,Croft Primary School,162160,2019-09-01,NULL
10084201,Woolston Community Primary School,162252,2019-09-01,NULL
10084200,Gorse Covert Primary School,162169,2019-09-01,NULL
10065507,Oakwood Avenue Community Primary School,138320,2019-09-01,NULL
10087565,Kirkbymoorside Community Primary School,162719,2021-02-01,NULL
10087564,Sinnington Community Primary School,162730,2021-02-01,NULL
10087563,Helmsley Community Primary School,162715,2021-02-01,NULL
10087562,Ryedale School,162728,2021-02-01,NULL
10088094,St Stephen's Infant School,163310,2021-04-01,NULL
10088095,Chartham Primary School,163270,2021-04-01,NULL
10088102,St Joseph's Catholic Primary School (Wx),163299,2021-09-01,NULL
10088103,St Joseph's Catholic Primary School B/S,163300,2021-09-01,NULL
10088098,St Cross Catholic Primary School,163292,2021-09-01,NULL
10088101,St Joseph's Catholic Primary School (Hertford),163301,2021-09-01,NULL
10088097,Sacred Heart Catholic Primary School,163284,2021-09-01,NULL
10088100,St Augustine's Catholic Primary School,163289,2021-09-01,NULL
10088099,St Thomas of Canterbury Catholic Primary School,163311,2021-09-01,NULL
10088096,St Mary's Catholic School,163305,2021-09-01,NULL
10089098,Milton Park Primary School,163489,2022-01-01,NULL
10089109,Woodcot Primary School,163508,2022-01-01,NULL
10088879,Cottage Grove Primary School,163477,2022-01-01,NULL
10089993,St Francis Catholic Primary School,163220,2022-03-01,NULL
10090065,St Bernard's Catholic Primary School,163714,2022-03-01,NULL
10087287,Huntcliff School,163132,2021-01-01,NULL
10087315,Saltburn Primary School,163145,2021-01-01,NULL
10085402,Laurence Jackson School,162480,2020-02-01,NULL
10088226,Alderman's Green Primary School,163337,2021-04-01,NULL
10088230,Hawksmoor School,162707,2021-04-01,NULL
10087288,Ravensden CofE Primary Academy,163142,2021-01-01,NULL
10087071,Studham Village CofE Academy,163061,2020-10-01,NULL
10087507,Northill Church of England Academy,163241,2021-09-01,NULL
10089100,St Paul's Catholic College,163500,2022-01-01,NULL
10086781,St Joseph's Catholic Primary School,162647,2020-09-01,NULL
10088746,Chatten Free School,163409,2021-09-01,NULL
10087714,Annfield Plain Infant School,163264,2021-04-01,NULL
10087715,Annfield Plain Junior School,163265,2021-04-01,NULL
10087713,East Stanley School,163272,2021-04-01,NULL
10089756,Langley Park Primary School,163589,2022-04-01,NULL
10084504,Broadheath CofE Primary School,162148,2019-12-01,NULL
10089121,"St Josephs Catholic Primary School, Lancaster",162622,2021-09-01,NULL
10088886,"St Bernards Catholic High School, Barrow",163336,2021-09-01,NULL
10088887,"St Margaret Mary Catholic Primary School, Carlisle",163353,2021-09-01,NULL
10088885,"St Josephs Catholic High School, Workington",163351,2021-09-01,NULL
10088891,"Dean Gibson Catholic Primary School, Kendal",163340,2021-09-01,NULL
10088889,"Sacred Heart Catholic Primary School, Barrow",163344,2021-09-01,NULL
10088890,"St Cuthberts Catholic Primary School, Windermere",163350,2021-09-01,NULL
10088888,"St Cuthberts  Catholic Primary School, Carlisle",163349,2021-09-01,NULL
10086746,Wey Valley College,162583,2021-09-01,NULL
10086745,Reigate Valley College,162579,2021-09-01,NULL
10086747,Fordway Centre,162572,2021-09-01,NULL
10084717,Tottington Primary School,162247,2019-11-01,NULL
10089251,Dixons Broadgreen Academy,163199,2021-12-01,NULL
10086740,Uphill Village Academy,162734,2020-10-01,NULL
10086009,NCEA Warkworth Church of England Primary School,162687,2020-09-01,NULL
10083897,Plympton St Mary's CofE Infant School,140589,2019-08-01,NULL
10087513,St Peter's CofE Primary School,163186,2021-04-01,NULL
10082918,Holme Hall Primary School,151723,2019-04-01,NULL
10083207,Brookfield Primary School,141182,2019-05-01,NULL
10069309,Walton Holymoorside Primary School,141109,2019-06-01,NULL
10076491,Westfield Infant School,141108,2019-06-01,NULL
10084154,St Leonard's CofE First School,131650,2019-12-01,NULL
10084150,Dove CofE Academy,162164,2019-10-01,NULL
10087337,Little Aston Primary Academy,162721,2020-12-01,NULL
10088118,Orchard Manor School,163282,2021-04-01,NULL
10086743,Caston Church of England Primary Academy,162913,2020-11-01,NULL
10089423,Brancaster CofE Primary Academy,163548,2022-01-01,NULL
10084149,Woodcroft Academy,151856,2019-09-01,NULL
10086881,Rumboldswhyke CofE Primary School,162933,2020-10-01,NULL
10087077,Winthorpe Primary School,162639,2020-11-01,NULL
10086853,Greenfield Primary Academy,162879,2020-09-01,NULL
10083901,Carlyle Infant and Nursery Academy,151881,2019-08-01,NULL
10083001,Croft Church of England Primary School,141521,2019-04-01,NULL
10083004,Arnesby Church of England Primary School,141516,2019-04-01,NULL
10073421,Sherrier Church of England Primary School,141548,2019-06-01,NULL
10083003,St Peter's Church of England Primary School Whetstone,141553,2019-04-01,NULL
10083002,Manorfield Church of England Primary School,141539,2019-04-01,NULL
10084480,Princetown Community Primary School,151979,2019-10-01,NULL
10089555,Littlemoor Primary School,163590,2022-01-01,NULL
10084184,Medlock Valley Primary School,162313,2019-09-01,NULL
10088760,Halcyon Way School,163423,2022-01-01,NULL
10085413,Brandles School,151725,2020-02-01,NULL
10085837,New Mill Junior School,162536,2020-04-01,NULL
10084471,New Mill Infant School,162311,2019-10-01,NULL
10084738,All Saints' CofE  Primary School,141435,2020-02-01,NULL
10084144,Crazies Hill Church of England Primary School,151886,2019-09-01,NULL
10085808,Polehampton Church of England Infant School,151897,2020-09-01,NULL
10084143,Sonning Church of England Primary School,151900,2019-09-01,NULL
10084142,"St Nicholas Church of England Primary, Hurst",151910,2019-09-01,NULL
10085807,Polehampton Church of England Junior School,151898,2020-09-01,NULL
10088231,Wingfield Primary School,134454,2021-04-01,NULL
10085397,Blowers Green Primary School,162279,2020-02-01,NULL
10084155,Two Rivers High School,141100,2019-09-01,NULL
10084153,Two Rivers Primary School,141110,2019-09-01,NULL
10089914,Brownhills West Primary School,163624,2022-02-01,NULL
10087575,Blackwood School,162916,2022-01-01,NULL
10088088,Werrington Primary School,163320,2021-04-01,NULL
10087737,Frimley CofE Junior School,163240,2021-04-01,NULL
10084482,Otterton Church of England Primary School,162298,2019-12-01,NULL
10089110,Morchard Bishop Church of England Primary School,163490,2021-10-01,NULL
10082939,Fairhouse Community Primary School,151794,2019-05-01,NULL
10086007,St Mary's Church of England Primary School,162645,2020-07-01,NULL
10086787,Ferham Primary School,162756,2021-10-01,NULL
10086876,Meadow View Primary School,151807,2022-02-01,NULL
10086821,Thurcroft Infant School,151846,2021-02-01,NULL
10085817,Harthill Primary School,141418,2020-04-01,NULL
10084993,Kiveton Park Meadows Junior School,141535,2019-12-01,NULL
10084994,Brinsworth Howarth Primary School,162281,2019-12-01,NULL
10086802,Anston Hillcrest Primary School,141325,2021-05-01,NULL
10086873,St Ann's Primary School,162678,2020-10-01,NULL
10087142,Polebrook Church of England Primary School,162676,2020-11-01,NULL
10085006,Glapthorn Church of England Primary School,152008,2020-02-01,NULL
10087574,Rainford CofE Primary School,162760,2021-03-01,NULL
10086014,Byfleet Primary School,162475,2020-05-01,NULL
10078084,Maybury Primary School,151806,2019-06-01,NULL
10085401,Barnard Grove Primary School,151678,2020-02-01,NULL
10088783,Windmill Hill School,163450,2021-09-01,NULL
10086797,The Willow Primary Academy,151956,2021-04-01,NULL
10085835,Battledown Centre for Children and Families,152142,2020-04-01,NULL
10083492,The Milestone School,134626,2019-06-01,NULL
10086015,Carlton Mills,133997,2020-09-01,NULL
10087352,Marshfield Primary,163064,2020-12-01,NULL
10090163,Palm Bay Primary School,163644,2022-04-01,NULL
10085585,Bysing Wood Primary School,162418,2020-03-01,NULL
10085584,Queenborough School and Nursery,162437,2020-03-01,NULL
10085586,Briary Primary School,162417,2020-03-01,NULL
10090164,East Stour Primary School,163637,2022-04-01,NULL
10085587,Holywell Primary School,162424,2020-03-01,NULL
10090328,Sacred Heart Catholic College,163800,2022-04-01,NULL
10088064,Saint Edmund Arrowsmith Catholic Academy,162643,2021-05-01,NULL
10090061,English Bicknor Church of England Primary School,163681,2022-03-01,NULL
10087083,Lydney Church of England Community School,162893,2021-01-01,NULL
10087084,Aylburton Church of England Primary School,162858,2021-01-01,NULL
10087064,Bream Church of England Primary School,162917,2021-02-01,NULL
10084487,Catherine Wayte Primary School,151882,2019-12-01,NULL
10089895,Greenmeadow Primary School,163641,2022-03-01,NULL
10085597,Brook Field Primary School,124154,2020-05-01,NULL
10088780,Treetops Free School,163447,2021-09-01,NULL
10088089,The Richard Clarke First School,163162,2021-09-01,NULL
10085808,Polehampton Church of England Infant School,151897,2020-09-01,NULL
10084142,"St Nicholas Church of England Primary, Hurst",151910,2019-09-01,NULL
10084143,Sonning Church of England Primary School,151900,2019-09-01,NULL
10085807,Polehampton Church of England Junior School,151898,2020-09-01,NULL
10084144,Crazies Hill Church of England Primary School,151886,2019-09-01,NULL
10088231,Wingfield Primary School,134454,2021-04-01,NULL
10084721,Lakeside Primary Academy,138725,2019-11-01,NULL
10086742,Warton St Paul's Church of England Primary Academy,163011,2020-09-01,NULL
10089916,St Matthew's Church of England Primary Academy,163658,2022-02-01,NULL
10084474,Acresfield Academy,162345,2019-10-01,NULL
10074884,Woodthorpe CofE Primary School,151914,2019-06-01,NULL
10089426,Sale and Davys Church of England Primary School,163553,2022-05-01,NULL
10085580,St Peter's Church of England Aided Junior School,162623,2020-03-01,NULL
10087571,St James' Church of England Aided Junior School,163185,2021-03-01,NULL
10084477,Ivy House School,162293,2019-10-01,NULL
10085855,St Martins School,151908,2020-05-01,NULL
10086812,Woodhey High School,162959,2020-10-01,NULL
10084125,St Andrew's Academy,151901,2019-09-01,NULL
10090199,Moorhill Primary School,163760,2022-04-01,NULL
10090200,Redhill Primary School,163764,2022-04-01,NULL
10086806,Endon High School,162605,2020-11-01,NULL
10086817,Waterside Primary School,162954,2021-02-01,NULL
10085212,The Meadows Primary Academy,132064,2020-01-01,NULL
10089243,Kingsway Park High School,163525,2022-02-01,NULL
10088755,Edgar Wood Academy,163418,2021-09-01,NULL
10088760,Halcyon Way School,163423,2022-01-01,NULL
10089555,Littlemoor Primary School,163590,2022-01-01,NULL
10084184,Medlock Valley Primary School,162313,2019-09-01,NULL
10085413,Brandles School,151725,2020-02-01,NULL
10085837,New Mill Junior School,162536,2020-04-01,NULL
10084471,New Mill Infant School,162311,2019-10-01,NULL
10082952,Walker Primary School,151848,2019-04-01,NULL
10086003,Curzon Church of England Combined School,162603,2020-06-01,NULL
10084473,Woodside Junior School,162251,2019-12-01,NULL
10085853,St Mary's Church of England School,151837,2020-04-01,NULL
10086256,Elmtree Infant and Nursery School,162714,2020-07-01,NULL
10084233,Christ the Sower Ecumenical Primary School,151965,2019-09-01,NULL
10082946,North Beckton Primary School,151812,2019-04-01,NULL
10083649,Golborne Community Primary School,138427,2019-07-01,NULL
10082995,Thomas Bewick School,141622,2019-04-01,NULL
10084113,Northborough Primary School,162183,2019-09-01,NULL
10089764,Bury Church of England High School,134686,2022-01-01,NULL
10089553,Sandhurst School,163629,2022-02-01,NULL
10084158,Great Whelnetham Church of England Primary School,162170,2019-10-01,NULL
10088086,Hardwick Primary School,163276,2021-04-01,NULL
10085846,Tanfield School,162488,2020-05-01,NULL
10085865,Seaham High School,162580,2020-09-01,NULL
10082947,Teesville Academy,151709,2019-04-01,NULL
10087058,Garboldisham Church of England Primary Academy,163062,2020-12-01,NULL
10087062,Newton Flotman Church of England Primary Academy,163019,2020-11-01,NULL
10086868,Arrow Valley First School,162934,2021-04-01,NULL
10083598,St Stephen's CofE Rsa Academy,151920,2019-10-01,NULL
10084484,Oldbury Park Primary RSA Academy,162359,2019-10-01,NULL
10087549,Highgate Primary School,162883,2021-05-01,NULL
10088747,Chelveston Road School,163410,2021-09-01,NULL
10082920,North Cadbury Church of England Primary School,151785,2019-04-01,NULL
10087306,Wrawby St Mary's CofE Primary School,163166,2021-03-01,NULL
10084551,Spalding Parish Church of England Day School,162319,2019-12-01,NULL
10087512,Friskney All Saints Church of England Primary School,163180,2021-05-01,NULL
10067210,Bickley Primary School,140496,2019-05-01,NULL
10090197,St Martins Church of England Junior School,163660,2022-04-01,NULL
10090196,St Martins Church of England Infant School,163661,2022-04-01,NULL
10085817,Harthill Primary School,141418,2020-04-01,NULL
10084993,Kiveton Park Meadows Junior School,141535,2019-12-01,NULL
10086873,St Ann's Primary School,162678,2020-10-01,NULL
10084542,Langland Community School,151788,2022-01-01,NULL
10087080,Weyford Nursery and Primary Academy,162637,2020-11-01,NULL
10082954,Stamshaw Infant Academy,151841,2019-04-01,NULL
10088738,Bluecoat Trent Academy,163401,2021-09-01,NULL
10084996,Lepton CofE Primary Academy,162426,2020-02-01,NULL
10087723,"St Cuthbert's Catholic Primary School, Stockton",163077,2021-04-01,NULL
10087341,"St Bega's Catholic Primary School, Hartlepool",163071,2020-12-01,NULL
10087572,"St Teresa's Catholic Primary School, Hartlepool",163085,2021-02-01,NULL
10087554,"St Cuthbert's Catholic Primary School, Hartlepool",163076,2021-03-01,NULL
10087573,"St Joseph's Catholic Primary School, Hartlepool",163078,2021-02-01,NULL
10089427,"St John Vianney Catholic Primary School, Hartlepool",163557,2021-12-01,NULL
10087722,"St Patrick's Catholic Primary School, Stockton",163084,2021-04-01,NULL
10089904,"Blessed John Duckett Catholic Primary School, Tow Law",163655,2022-02-01,NULL
10084111,St Teresa's Catholic Primary School,141066,2019-09-01,NULL
10089905,"St Wilfrid's Catholic Primary School, Bishop Auckland",163662,2022-02-01,NULL
10088424,"St Joseph's Catholic Primary School, Coundon",163372,2021-06-01,NULL
10088422,"Our Lady and St Thomas Catholic Primary School, Willington",163366,2021-07-01,NULL
10087340,"St Chad's Catholic Primary School, Witton Park",163073,2020-12-01,NULL
10084235,St William's Catholic Primary School,162233,2019-09-01,NULL
10088423,"St Charles' Catholic Primary School, Tudhoe",163371,2021-06-01,NULL
10084208,Poltair School,162190,2019-09-01,NULL
10088771,Newquay Primary Academy,163435,2021-09-01,NULL
10086764,Tudor Grange Primary Academy Perdiswell,162928,2021-04-01,NULL
10084124,Tudor Grange Primary Academy Yew Tree,162255,2019-09-01,NULL
10084110,West Road Primary Academy,162243,2019-09-01,NULL
10088736,Ashby Hastings Primary School,163399,2021-08-23,NULL
10090060,Orchard Community Primary School,163708,2022-04-01,NULL
10090183,Orchard Way Primary School,163709,2022-04-01,NULL
10083616,Northfield Road Primary School,139377,2019-07-01,NULL
10081431,Newtown Primary School,141366,2020-04-01,NULL
10086290,The New Forest Church of England Primary School,162764,2020-07-01,NULL
10086727,Amesbury Archer Primary School,162914,2020-10-01,NULL
10084114,Sacred Heart Catholic Primary School,162198,2019-09-01,NULL
10084112,St Thomas More Catholic Primary School,162228,2019-09-01,NULL
10084186,St Martha's Catholic Primary School,162222,2019-09-01,NULL
10089748,Shawley Community Primary Academy,163647,2022-03-01,NULL
10084493,The Park School,162318,2020-04-01,NULL
10088754,Deer Park,163417,2021-09-01,NULL
10085840,Whitchurch Primary School,162638,2020-04-01,NULL
10084472,Blagdon Primary School,151963,2019-10-01,NULL
10090067,St Andrew's CofE Primary School,163713,2022-04-01,NULL
10090168,Lifton Community Primary School,163758,2022-04-01,NULL
10088104,Dartington Church of England Academy,163339,2021-04-01,NULL
10088774,St Michael's Church of England Academy,163440,2021-09-01,NULL
10085002,Starcross Primary School,152014,2019-12-01,NULL
10085004,Dawlish College,152004,2019-12-01,NULL
10089746,Wroughton Infant School,163609,2022-02-01,NULL
10089745,Wroughton Junior School,163610,2022-02-01,NULL
10090172,Spaldwick Primary School,163678,2022-04-01,NULL
10085583,Home Farm Primary School,162425,2020-04-01,NULL
10088816,The Trinity School,163445,2021-09-01,NULL
10082936,St Thomas CofE Primary Academy,151843,2019-04-01,NULL
10087566,Spalding Primary Academy,163184,2021-03-01,NULL
10087567,The Pinchbeck East Church of England Primary Academy,163187,2021-03-01,NULL
10084225,St Nicholas CE Primary Academy,162240,2019-09-01,NULL
10082935,Wyberton Primary Academy,151858,2019-04-01,NULL
10084105,Bewley Primary School,152146,2019-09-01,NULL
10082913,Levendale Primary School,141344,2019-04-01,NULL
10084718,Matthew Moss High School,162180,2019-11-01,NULL
10087754,Moorhouse Academy,163210,2021-04-01,NULL
10083898,St Francis of Assisi Church of England Primary School,152016,2019-08-01,NULL
10083591,Thornaby Church of England Primary School,151845,2019-07-01,NULL
10085831,Carnagill Community Primary School,162351,2020-04-01,NULL
10083650,Cavendish Primary School,139261,2019-07-01,NULL
10083651,Gillshill Primary School,140529,2019-07-01,NULL
10083669,Winsham Primary School,151715,2019-08-01,NULL
10088735,Ark Soane Academy,163398,2021-09-01,NULL
10085582,Sedgefield Community College,162486,2020-03-01,NULL
10088908,Greentrees Primary School,163456,2021-08-01,NULL
10084196,St Polycarp's Catholic Primary School,162227,2019-09-01,NULL
10088085,St Edmund's Catholic Primary School,163294,2021-04-01,NULL
10084195,St Thomas of Canterbury Catholic Primary School,162230,2019-09-01,NULL
10084494,St Peter's Catholic School,162225,2019-10-01,NULL
